https://www.paruvendu.fr/immobilier/vente/maison/1285864515A1KIVHMN000,Vente Maison 4 pièces 92 m²,Bray sur seine (77480),Description T4 à Bray sur seine,"À Vendre - Maison avec fort potentiel sur 1 545 m² de terrain - Fontaine-Fourches (77) A Vendre - Maison avec fort potentiel - Fontaine-Fourches (77) Située dans un environnement calme et verdoyant, cette maison familiale bâtie sur une grande parcelle de 1 545 m² offre de nombreuses possibilités d'aménagement. Composition actuelle : Entrée lumineuse desservant une cuisine dinatoire Double séjour avec accès direct à la terrasse 3 chambres dont deux en enfilade Salle de bain et WC indépendant Les + de ce bien : Combles aménageables : environ 40 m² supplémentaires exploitables Garage double indépendant Grand terrain divisible, avec possibilité de détacher une parcelle à bâtir Une opportunité idéale pour une famille souhaitant personnaliser son cadre de vie ou pour un investisseur recherchant un projet avec potentiel de valorisation. A découvrir sans attendre à Fontaine-Fourches. Pour plus d'informations ou organiser une visite, contactez nous dès maintenant ! Surface séjour : 24 Surface terrain : 1545 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Gaz Fenêtre : Bois double vitrage Cuisine : Independante Numéro de mandat : 1283 * Visite virtuelle : https://my.matterport.com/show/?m=RMUAFzB1Wta Honoraires à la charge de : Vendeur Bien En copropriété : Non Procédure sur le Syndicat des copropriétaires : NC Taxe foncière : 716 euros",4,92,139 750,L'ADRESSE CHESSY,"3 chambres,1 salle de bain",,Cave,Terrasse,1764140340,ParuVendu 14156758_1283B
https://www.paruvendu.fr/immobilier/vente/maison/1285864513A1KIVHMN000,Vente Maison 5 pièces 132 m²,Provins (77160),Description T5 à Provins,"Propriété de charme - Deux maisons + dépendances sur 5 000 m² Propriété de charme à seulement 12 km de Provins - Deux maisons + dépendances sur 5 000 m² Notre équipe organise une matinée portes ouvertes le samedi 5 novembre 2025, de 10h à 13h. Contactez nous pour avoir plus d'informations et réserver votre créneau . Un justificatif de financement vous sera demandé. Située dans un environnement privilégié, cette propriété se compose de deux habitations et de nombreuses dépendances, offrant un large éventail de projets possibles : grande maison familiale, gîtes, maison d'hôtes ou activité professionnelle. Première maison (à rénover) : entrée par véranda, cuisine dinatoire, séjour avec cheminée, 3 chambres, salle d'eau et WC. Seconde maison (rénovée) : entrée, belle pièce de vie, chambre, salle d'eau avec WC, garage avec accès à des combles aménageables. De vastes dépendances viennent compléter l'ensemble. Le tout est implanté sur un terrain d'environ 5 000 m², partiellement boisé, propice à la détente et aux activités de plein air. Une opportunité rare, parfaite pour les amoureux d'espace et de nature à la recherche d'un projet de vie ambitieux. Contactez nous pour une visite ""La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Céline PENARD Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de MEAUX sous le numéro 847736907 Référence : 1284 Honoraires charge vendeur Surface terrain : 4625 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Fuel Fenêtre : Bois double vitrage Cuisine : Nue Numéro de mandat : 1284 * Visite virtuelle : https://my.matterport.com/show/?m=AvgrwdqBSga Honoraires à la charge de : Vendeur Bien En copropriété : Non Procédure sur le Syndicat des copropriétaires : NC Taxe foncière : 668 euros",5,132,139 750,L'ADRESSE CHESSY,"3 chambres,2 salles d'eau",,Cave,,1764140340,ParuVendu 14156709_1284P
https://www.paruvendu.fr/immobilier/vente/maison/1285130540A1KIVHMN000,Vente Maison 7 pièces 150 m²,Orsay (91400),Description T7 à Orsay,"Maison familiale 7 pièce(s) 150 m2 L'équipe l'Adresse d'Orsay vous propose en exclusivité cette charmante maison familiale de 223 m² au sol (150 m² loi Carrez), implantée sur un terrain de 670 m², dans le secteur des Hauts de Bures. Nichée au coeur d'un quartier calme et résidentiel, elle vous accueille au rez-de-chaussée avec une entrée spacieuse, un double séjour lumineux doté d'une cheminée avec insert, une salle à manger conviviale, une grande cuisine indépendante aménagée et équipée, et une chambre avec salle d'eau. Toutes les pièces de ce spacieux rez de chaussée sont dotées de baies vitrées qui s'ouvrent de plain-pied sur le jardin et la terrasse. A l'étage, vous découvrirez deux chambres, une salle de bain et un WC indépendant, une suite parentale doté de sa propre salle de bain et son dressing, ainsi qu'un vaste espace bureau, idéal pour le télétravail. Les combles aménagés offrent un bel espace supplémentaire. Un garage avec un accès par la maison et une plateforme de stationnement privative avec possibilité de stationner 4 véhicules viennent enrichir ce bien Située dans un environnement familial particulièrement agréable, la maison se trouvant en impasse est également au calme. Idéalement située, ce bien exceptionnel se trouve à proximité immédiate des écoles maternelles et primaires du secteur, avec de nombreuses lignes de bus reliant les gares RER d'Orsay, de Bures-sur-Yvette et Massy TGV. Un accès rapide aux grands axes routiers et au plateau de Saclay complète ses atouts. Ne manquez pas cette belle opportunité : venez la visiter sans attendre ! Surface terrain : 670 Chauffage : Individuel Chauffage (mode) : Gaz Honoraires à la charge de : Vendeur Bien En copropriété : Non Montant moyen des Charges annuelles : 135 euros Procédure sur le Syndicat des copropriétaires : NC Détail sur la procédure en cours : Pas de procédure en cours Taxe foncière : 2924 euros",7,150,520 000,L'ADRESSE ORSAY,5 chambres,,,Terrasse,1764145200,ParuVendu 14106019_1495
https://www.paruvendu.fr/immobilier/vente/appartement/1285764982A1KIVHAP000,Vente Appartement 3 pièces 56 m²,Le mee-sur-seine (77350),Description T3 à Le mee-sur-seine,"Appartement très lumineux Au Mée sur Seine dans une résidence sécurisée découvrez ce bel appartement en duplex situé au deuxième étage avec ascenseur offrant un cadre de vie pratique et confortable la pièce à vivre lumineuse bénéficie d'une double exposition et s'ouvre sur un balcon agréable la cuisine récemment refaite aménagée et équipée allie modernité et fonctionnalité à l'étage deux chambres accueillantes un wc indépendant et une salle d'eau complètent l'espace nuit l'électricité a été entièrement refaite et les fenêtres en double vitrage bois assurent confort thermique et acoustique de nombreux rangements sont à disposition pour plus de praticité Cet appartement dispose également d'un garage d'une cave et d'un cagibi le chauffage est compris dans les charges pour plus de sérénité au quotidien Une opportunité idéale pour allier confort luminosité et commodités dans un cadre sécurisé et agréable Le bien comprend 4 lots, et il est situé dans une copropriété de 269 lots (les charges courantes annuelles moyennes de copropriété sont de 2640 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 143 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Vanessa MOLET - EI - Agent commercial immatriculé au RSAC de MELUN sous le numéro 908 976 848 Honoraires à la charge du Vendeur Bien En copropriété : OUI Nombre de lots de la copropriété : 269 Montant moyen des Charges annuelles : 2640 euros Procédure sur le Syndicat des copropriétaires : NON",3,56,143 000,MEGAGENCE Vanessa MOLET,2 chambres,Chauffage : collectif sol,Parking,Balcon,1763752440,ParuVendu 193090_8920
https://www.paruvendu.fr/immobilier/vente/maison/1285764981A1KIVHMN000,Vente Maison 6 pièces 110 m²,La grande-paroisse (77130),Description T6 à La grande-paroisse,"Maison individuelle À La Grande Paroisse belle maison individuelle de 2006 de 110 m². Vous trouverez une grande pièce à vivre lumineuse ouverte sur une belle cuisine aménagée, un grand garage fonctionnel une chambre au rez-de-chaussée avec wc. À l'étage trois chambres dont une avec dressing, une salle d'eau avec wc jardin sans vis à vis idéal pour profiter des beaux jours terrasse équipée d'un barbecue et préau pour voiture un cadre agréable et familial à découvrir sans tarder. Le gros atout : pompe à chaleur installée récemment Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 275 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Vanessa MOLET - EI - Agent commercial immatriculé au RSAC de MELUN sous le numéro 908 976 848 Surface terrain : 624 mÂ². Honoraires à la charge du Vendeur Bien En copropriété : NON",6,110,275 000,MEGAGENCE Vanessa MOLET,4 chambres,Chauffage : individuel,,Terrasse,1763752440,ParuVendu 193089_8920
https://www.paruvendu.fr/immobilier/vente/appartement/1281602764A1KIVHAP000,Vente Appartement 2 pièces 32 m²,Pierrefitte-sur-seine (93380),Description T2 à Pierrefitte-sur-seine,"Appartement T2, 32m² À Pierrefitte-sur-Seine (93380), cet appartement T2 offre un cadre de vie agréable et dynamique. Proche des commerces, des écoles et des transports en commun, il bénéficie d'une position stratégique facilitant le quotidien de ses résidents. De plus, sa proximité avec divers espaces verts permet de profiter de moments de détente en plein air tout en restant à proximité des commodités essentielles. Ce ravissant appartement T2 de 32 m², propose une entrée donnant sur un séjour lumineux avec cuisine ouverte, une charmante chambre, ainsi qu'une salle d'eau avec WC. Sa surface bien agencée en fait un lieu de vie fonctionnel et confortable. Datant de 1974 avec des charges de copropriété à 102,33€/mois. Ce bien représente une opportunité idéale pour un premier achat ou un investissement locatif intéressant. Le bien comprend 1 lot, et il est situé dans une copropriété de 18 lots (les charges courantes annuelles moyennes de copropriété sont de 1229 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 110 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Franck KOUROUMA - EI - Agent commercial immatriculé au RSAC de BOBIGNY sous le numéro 519 647 630 Honoraires à la charge du Vendeur Bien En copropriété : OUI Nombre de lots de la copropriété : 18 Montant moyen des Charges annuelles : 1229 euros Procédure sur le Syndicat des copropriétaires : NON",2,32,110 000,MEGAGENCE Franck KOUROUMA,1 chambre,"Chauffage : individuel électrique,Etage : 1",,,1763752440,ParuVendu 183179_16137
https://www.paruvendu.fr/immobilier/vente/maison/1285401262A1KIVHMN000,Vente Maison 4 pièces 104 m²,Pontoise (95000),Description T4 à Pontoise,"Maison coup de cœur - sans vis-à-vis - Proche Gare À seulement 5 minutes de la gare de Pontoise, venez découvrir cette charmante maison de ville, située dans une rue calme à sens unique, sans vis-à-vis. Un bien rare sur le secteur, alliant tranquillité, confort et praticité. ? LES POINTS FORTS : * 2 grandes chambres, dont 1 suite parentale avec salle d'eau privative * Grand palier lumineux pouvant servir de bureau, salle de jeux ou coin détente * Salle de bain supplémentaire + WC indépendant * Fenêtres PVC double vitrage * Aucune rénovation à prévoir - maison clé en main * Environnement verdoyant et paisible ? EMPLACEMENT IDÉAL : À 5 minutes à pied de la gare de Pontoise (accès direct Paris & Cergy) Proche écoles, commerces et commodités Rue à sens unique, calme et recherchée ? Une maison atypique et chaleureuse, parfaite pour une famille ou un jeune couple souhaitant poser ses valises sans travaux. ? À visiter sans tarder, coup de cœur assuré ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 310 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Karène PETIT - EI - Agent commercial immatriculé au RSAC de BEAUVAIS sous le numéro 538 849 712 Surface terrain : 10 mÂ². Honoraires à la charge du Vendeur Bien En copropriété : NON",4,104,310 000,MEGAGENCE Karène PETIT,2 chambres,Chauffage : individuel gaz,Cave,,1763180100,ParuVendu 192132_11762
https://www.paruvendu.fr/immobilier/vente/appartement/1282057069A1KIVHAP000,Vente Appartement 3 pièces 70 m²,Chavenay (78450),Description T3 à Chavenay,"CHAVENAY, APPARTEMENT MODERNE NEUF DE 70 M2, AVEC JARDIN ET 2 PLACES DE PARKING Nouveauté, megAgence Walter Lacoste vous présente sur Chavenay (78450) cet appartement NEUF et MODERNE de type F3. Ce bien situé dans une résidence construite en 2024, offre un cadre de vie paisible et convivial. Proche des écoles, lycées, et commerces, il est idéalement desservi par les transports en commun à proximité (bus, train, autoroute). Son environnement champêtre et la proximité des commerces offrent un équilibre parfait entre tranquillité et commodités. À l'extérieur, cet appartement dispose d'un joli jardin privatif de 60 m2 très bien entretenu, agrémenté d'un joli cabanon en bois et exposée sud-ouest idéal pour se détendre, ainsi que de deux places de parking extérieures. À l'intérieur, le bien comprend une pièce de vie de 36 m2, deux chambres lumineuses, une cuisine aménagée et des équipements modernes tels qu'un interphone, des volets roulants automatiques, et la fibre optique. Les menuiseries en double vitrage et la baie vitrée offrent une luminosité agréable. La propriété est sécurisée par une porte blindée. En résumé, cet appartement de 70 m² présente un aménagement fonctionnel et confortable, idéal pour une vie paisible dans un cadre verdoyant. Le bien comprend 3 lots, et il est situé dans une copropriété de 70 lots (les charges courantes annuelles moyennes de copropriété sont de 1184 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 340 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Walter LACOSTE - EI - Agent commercial immatriculé au RSAC de VERSAILLES sous le numéro 952 596 054 Honoraires à la charge du Vendeur Bien En copropriété : OUI Nombre de lots de la copropriété : 70 Montant moyen des Charges annuelles : 1184 euros Procédure sur le Syndicat des copropriétaires : NON",3,70,340 000,MEGAGENCE Walter LACOSTE,2 chambres,Chauffage : individuel gaz,Parking,Terrasse,1762974720,ParuVendu 184607_15971
https://www.paruvendu.fr/immobilier/prestige/maison/1285892556A1KIVHMN000,,Soisy-sous-montmorency (95230),,"CHARMANTE DEMEURE LUMINEUSE 7 PIECES AVEC GRANDE TERRASSE DONNANT SUR JARDIN À Soisy-sous-Montmorency (95230), dans le quartier très prisé des Fleurs, se trouve cette élégante maison bourgeoise rénovée, offrant un cadre de vie paisible en bordure du champ de courses d'Enghien. Proche des écoles, du marché et des commerces, la gare RER du Champ de Courses d'Enghien est à seulement 5 minutes, offrant un accès direct à Paris Gare du Nord en 17 min. La propriété sur un terrain de 550 m² comprend une double exposition jardin, une terrasse orientée plein sud, une serre, des dépendances, et un sous-sol total. Trois places de parking extérieures, un portail automatique, une alarme, des volets roulants automatiques, et la fibre sont des commodités supplémentaires offertes par ce bien. Cette demeure de 141 m² se compose de 7 pièces, dont 4 chambres spacieuses de 9,6 à 17,3 m². Le séjour lumineux de 37 m² avec baie vitrée à galandage s'ouvre sur une cuisine contemporaine équipée de 10 m². Une suite parentale, deux toilettes, une salle de bain, et une salle d'eau complètent les espaces intérieurs. Avec chauffage électrique individuel, fenêtres double vitrage, isolation renforcée, aucun travaux ne sont à prévoir. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 699 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Catherine BETZ-BOCHU - EI - Agent commercial immatriculé au RSAC de PONTOISE sous le numéro 492 664 537 Surface terrain : 550 mÂ². Honoraires à la charge du Vendeur Bien En copropriété : NON",7,143,,,4 chambres,"Chauffage : individuel électrique,Exposition : Sud",Parking,Terrasse,1762776900,ParuVendu 193454_2008
https://www.paruvendu.fr/immobilier/vente/appartement/1285779400A1KIVHAP000,Vente Appartement 2 pièces 30 m²,Paris 20 (75020),Description T2 à Paris 20,"Deux pièces 30m² tout équipé proximité Place de la Nation Rue de Lagny, en proximité immédiate de la Place de la Nation, nous vous invitons à découvrir ce très beau 2 pièces situé dans une cour calme d'un immeuble en copropriété. Il se compose d'une entrée, d'une pièce de vie avec cuisine équipée, salle de douche, grande chambre, WC séparé. L'appartement a été entièrement rénové et la copropriété a voté des travaux de ravalement et de rénovation énergétique. Une cave complète le bien. Une opportunité pour un étudiant, un couple, ou un investisseur (excellent rendement locatif). Le bien comprend 2 lots, et il est situé dans une copropriété de 28 lots (les charges courantes annuelles moyennes de copropriété sont de 320 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Prix de vente : 270 000 € Honoraires charge vendeur Contactez votre consultant megAgence : Patricia BERDUCAT - EI - Agent commercial immatriculé au RSAC de CRETEIL sous le numéro 497 684 324 Honoraires à la charge du Vendeur Bien En copropriété : OUI Nombre de lots de la copropriété : 28 Montant moyen des Charges annuelles : 320 euros Procédure sur le Syndicat des copropriétaires : NON",2,30,270 000,MEGAGENCE Patricia BERDUCAT,1 chambre,,,,1761567120,ParuVendu 192181_4114
